gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;tenure_group;avg_charge_per_tenure;high_value_flag;service_density;y_true;y_prob;y_pred;Prediction_Type;Risk_Level;Estimated_Cost
Male;0;No;No;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;25,00;25,00;0-6;25,00;0;0;0;0,64;1;FP;Moderate;100
Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,75;1836,90;61-72;25,87;0;0;0;0,03;0;TN;Low;0
Female;0;No;Yes;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,05;966,55;7-12;80,55;0;1;0;0,91;1;FP;High;100
Female;0;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;91,15;168,50;0-6;84,25;0;3;0;0,78;1;FP;High;100
Male;0;No;No;39;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;No;Credit card (automatic);81,40;3213,75;25-60;82,40;0;1;0;0,45;0;TN;Low;0
Female;1;No;No;31;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,55;2094,65;25-60;67,57;0;1;0;0,63;1;FP;Moderate;100
Female;0;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);94,80;6859,05;61-72;97,99;1;6;0;0,17;0;TN;Low;0
Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,70;1396,90;61-72;20,24;0;0;0;0,03;0;TN;Low;0
Male;0;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,65;383,65;0-6;76,73;0;1;0;0,93;1;FP;High;100
Female;0;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,00;1144,50;13-24;67,32;0;0;1;0,89;1;TP;High;0
Female;1;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);82,70;5831,20;61-72;82,13;0;5;0;0,11;0;TN;Low;0
Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,75;7156,20;61-72;106,81;1;5;1;0,34;0;FN;Low;2000
Female;0;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,25;617,65;25-60;17,65;0;0;0;0,31;0;TN;Low;0
Female;0;No;No;12;No;No phone service;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Mailed check;49,85;552,10;7-12;46,01;0;4;0;0,18;0;TN;Low;0
Female;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,60;79,60;0-6;79,60;0;1;1;0,94;1;TP;High;0
Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25,35;25,35;0-6;25,35;0;0;0;0,88;1;FP;High;100
Male;1;No;No;20;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,55;1842,80;13-24;92,14;0;3;1;0,90;1;TP;High;0
Male;0;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;61,20;2021,20;25-60;57,75;0;3;0;0,27;0;TN;Low;0
Male;0;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20,85;1539,75;61-72;21,69;0;0;0;0,13;0;TN;Low;0
Male;0;No;No;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);61,20;4390,25;61-72;60,98;0;5;0;0,09;0;TN;Low;0
Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19,65;244,80;13-24;18,83;0;0;0;0,18;0;TN;Low;0
Male;0;No;No;3;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;41,35;107,25;0-6;35,75;0;3;0;0,64;1;FP;Moderate;100
Female;1;No;No;63;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,60;5538,80;61-72;87,92;0;2;0;0,74;1;FP;Moderate;100
Female;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,00;599,30;25-60;20,67;0;0;0;0,11;0;TN;Low;0
Female;0;Yes;No;25;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;71,05;1837,70;25-60;73,51;0;4;0;0,45;0;TN;Low;0
Female;1;Yes;No;71;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Credit card (automatic);80,70;5676,00;61-72;79,94;0;1;0;0,20;0;TN;Low;0
Male;0;No;No;57;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;53,75;3196,00;25-60;56,07;0;4;0;0,64;1;FP;Moderate;100
Male;0;Yes;Yes;28;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);60,00;1682,05;25-60;60,07;0;5;0;0,41;0;TN;Low;0
Female;0;No;No;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;31,05;347,25;13-24;26,71;0;1;1;0,80;1;TP;High;0
Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,80;45,80;0-6;45,80;0;0;0;0,89;1;FP;High;100
Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,00;71,00;0-6;71,00;0;0;1;0,94;1;TP;High;0
Male;0;No;No;11;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;60,90;688,50;7-12;62,59;0;3;0;0,59;1;FP;Moderate;100
Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75,05;75,05;0-6;75,05;0;0;1;0,92;1;TP;High;0
Male;0;Yes;Yes;42;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;No;Credit card (automatic);63,70;2763,35;25-60;65,79;0;3;0;0,29;0;TN;Low;0
Female;1;Yes;No;44;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;85,15;3670,50;25-60;83,42;0;3;0;0,59;1;FP;Moderate;100
Male;0;No;No;8;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;94,00;773,65;7-12;96,71;0;3;1;0,91;1;TP;High;0
Male;0;No;No;45;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);100,85;4740,00;25-60;105,33;1;3;1;0,77;1;TP;High;0
Female;0;No;No;2;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;60,85;111,40;0-6;55,70;0;2;0;0,88;1;FP;High;100
Male;0;No;No;18;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);101,30;1794,65;13-24;99,70;0;4;0;0,77;1;FP;High;100
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);80,15;80,15;0-6;80,15;0;1;1;0,90;1;TP;High;0
Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);45,25;3139,80;61-72;43,61;0;4;0;0,08;0;TN;Low;0
Male;0;No;No;19;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,15;468,35;13-24;24,65;0;0;0;0,72;1;FP;Moderate;100
Female;0;No;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,85;515,45;7-12;73,64;0;0;0;0,86;1;FP;High;100
Male;1;Yes;Yes;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,95;2964,80;25-60;102,23;0;3;0;0,88;1;FP;High;100
Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,50;31,55;0-6;15,78;0;0;1;0,48;0;FN;Low;2000
Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20,70;1482,30;61-72;20,59;0;0;0;0,04;0;TN;Low;0
Male;0;No;Yes;11;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;78,00;851,80;7-12;77,44;0;1;0;0,84;1;FP;High;100
Female;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,05;830,70;7-12;83,07;0;1;1;0,85;1;TP;High;0
Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;29,20;98,50;0-6;32,83;0;1;0;0,84;1;FP;High;100
Female;0;Yes;Yes;2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);29,05;44,75;0-6;22,38;0;1;0;0,69;1;FP;Moderate;100
Female;0;Yes;Yes;24;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;57,60;1367,75;13-24;56,99;0;5;0;0,40;0;TN;Low;0
Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,15;7555,00;61-72;106,41;1;4;0;0,46;0;TN;Low;0
Female;0;Yes;Yes;11;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;66,35;740,80;7-12;67,35;0;2;1;0,58;1;TP;Moderate;0
Male;0;No;No;6;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;60,90;414,10;0-6;69,02;0;2;0;0,81;1;FP;High;100
Female;0;No;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,10;4144,90;25-60;75,36;0;0;0;0,86;1;FP;High;100
Male;1;No;No;70;No;No phone service;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);44,05;3011,65;61-72;43,02;0;3;0;0,41;0;TN;Low;0
Male;0;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;84,30;235,05;0-6;78,35;0;2;0;0,91;1;FP;High;100
Female;1;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75,30;1147,45;13-24;76,50;0;1;1;0,83;1;TP;High;0
Female;0;Yes;No;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,45;1303,50;61-72;18,62;0;0;0;0,04;0;TN;Low;0
Female;1;Yes;No;26;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;84,95;2169,75;25-60;83,45;0;2;1;0,84;1;TP;High;0
Female;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,85;511,25;7-12;73,04;0;0;1;0,92;1;TP;High;0
Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;1049,60;25-60;19,80;0;0;0;0,06;0;TN;Low;0
Male;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,20;845,60;25-60;18,38;0;0;0;0,09;0;TN;Low;0
Female;1;Yes;No;39;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Mailed check;99,10;3877,95;25-60;99,43;1;4;0;0,48;0;TN;Low;0
Female;0;No;No;18;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,30;913,30;13-24;50,74;0;0;0;0,81;1;FP;High;100
Female;0;Yes;Yes;23;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23,85;625,65;13-24;27,20;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;13;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;29,15;357,15;13-24;27,47;0;1;0;0,76;1;FP;High;100
Male;0;No;No;1;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;53,95;53,95;0-6;53,95;0;2;1;0,69;1;TP;Moderate;0
Male;1;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114,95;8196,40;61-72;113,84;1;6;0;0,22;0;TN;Low;0
Male;0;Yes;Yes;49;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;39,20;1838,15;25-60;37,51;0;2;0;0,60;1;FP;Moderate;100
Female;0;No;No;54;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);100,05;5299,65;25-60;98,14;1;4;0;0,50;0;TN;Low;0
Male;0;No;No;46;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);72,80;3249,40;25-60;70,64;0;0;0;0,75;1;FP;Moderate;100
Male;0;Yes;Yes;63;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Mailed check;75,70;4676,70;61-72;74,23;0;4;0;0,10;0;TN;Low;0
Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,80;70,80;0-6;70,80;0;0;1;0,92;1;TP;High;0
Female;0;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);79,20;4765,00;25-60;79,42;0;1;0;0,46;0;TN;Low;0
Female;1;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);89,15;3990,75;25-60;90,70;0;3;0;0,48;0;TN;Low;0
Female;1;Yes;No;29;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45,00;1228,65;25-60;42,37;0;3;0;0,64;1;FP;Moderate;100
Male;0;Yes;No;71;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;82,55;5832,65;61-72;82,15;0;5;0;0,13;0;TN;Low;0
Male;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,65;978,00;25-60;18,45;0;0;0;0,07;0;TN;Low;0
Female;0;No;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,50;398,55;13-24;20,98;0;0;0;0,06;0;TN;Low;0
Male;0;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,85;1008,70;13-24;77,59;0;1;1;0,91;1;TP;High;0
Female;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;337,90;13-24;19,88;0;0;0;0,14;0;TN;Low;0
Male;0;Yes;No;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,40;1414,45;61-72;21,76;0;0;0;0,04;0;TN;Low;0
Female;0;No;No;49;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,50;3906,70;25-60;79,73;0;1;0;0,88;1;FP;High;100
Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,10;1389,60;61-72;19,57;0;0;0;0,03;0;TN;Low;0
Male;0;Yes;No;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,45;1538,60;61-72;25,22;0;0;0;0,04;0;TN;Low;0
Male;0;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);74,50;4674,55;61-72;74,20;0;5;0;0,10;0;TN;Low;0
Male;0;No;No;12;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);50,25;593,75;7-12;49,48;0;1;1;0,56;1;TP;Moderate;0
Male;0;Yes;Yes;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,45;1470,95;13-24;73,55;0;0;1;0,89;1;TP;High;0
Female;0;No;No;60;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);80,55;4847,05;25-60;80,78;0;4;0;0,39;0;TN;Low;0
Male;0;No;Yes;31;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);25,00;789,20;25-60;25,46;0;0;0;0,62;1;FP;Moderate;100
Male;0;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;109,60;7854,15;61-72;110,62;1;5;0;0,52;1;FP;Moderate;100
Female;0;Yes;Yes;64;Yes;Yes;DSL;No;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);53,85;3399,85;61-72;53,12;0;1;0;0,38;0;TN;Low;0
Male;0;No;No;7;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;74,35;533,60;7-12;76,23;0;1;0;0,69;1;FP;Moderate;100
Male;1;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);105,10;5376,40;25-60;103,39;1;4;0;0,63;1;FP;Moderate;100
Female;0;Yes;No;12;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;51,25;612,10;7-12;51,01;0;1;0;0,78;1;FP;High;100
Female;0;Yes;Yes;72;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);76,80;5468,45;61-72;75,95;0;3;0;0,26;0;TN;Low;0
Male;1;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,35;233,70;0-6;77,90;0;1;1;0,94;1;TP;High;0
Male;0;Yes;Yes;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;83,25;1611,15;13-24;89,51;0;5;0;0,55;1;FP;Moderate;100
Female;0;Yes;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);24,45;993,15;25-60;23,10;0;0;0;0,10;0;TN;Low;0
Male;0;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,85;3161,20;25-60;90,32;0;2;0;0,65;1;FP;Moderate;100
Male;0;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;112,95;1384,75;7-12;115,40;0;5;1;0,71;1;TP;Moderate;0
Male;0;Yes;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;19,75;899,45;25-60;21,94;0;0;0;0,09;0;TN;Low;0
Female;0;No;No;38;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);84,25;3264,50;25-60;85,91;0;3;1;0,62;1;TP;Moderate;0
Male;0;Yes;No;53;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94,25;4867,95;25-60;91,85;1;3;1;0,57;1;TP;Moderate;0
Female;0;Yes;No;25;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);34,00;853,00;25-60;34,12;0;1;1;0,66;1;TP;Moderate;0
Female;0;No;No;35;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;62,10;2096,10;25-60;59,89;0;2;0;0,75;1;FP;Moderate;100
Male;0;No;Yes;27;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;79,50;2180,55;25-60;80,76;0;1;1;0,72;1;TP;Moderate;0
Female;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;107,50;6873,75;61-72;109,11;1;4;1;0,69;1;TP;Moderate;0
Male;0;No;No;1;Yes;Yes;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;60,10;60,10;0-6;60,10;0;2;1;0,66;1;TP;Moderate;0
Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);87,95;6365,35;61-72;89,65;0;6;0;0,10;0;TN;Low;0
Male;1;No;No;12;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;43,65;526,95;7-12;43,91;0;3;1;0,63;1;TP;Moderate;0
Male;0;Yes;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;84,25;1968,10;13-24;85,57;0;2;0;0,84;1;FP;High;100
Female;0;Yes;Yes;69;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);43,95;2960,10;61-72;42,90;0;3;0;0,13;0;TN;Low;0
Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);46,00;84,50;0-6;42,25;0;0;1;0,88;1;TP;High;0
Male;0;Yes;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);89,10;5411,65;61-72;87,28;0;2;0;0,31;0;TN;Low;0
Female;0;No;No;25;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;48,25;1293,80;25-60;51,75;0;3;0;0,77;1;FP;High;100
Male;0;No;No;14;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89,95;1178,40;13-24;84,17;0;2;1;0,78;1;TP;High;0
Female;0;No;No;15;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,10;1426,40;13-24;95,09;0;4;1;0,71;1;TP;Moderate;0
Male;0;No;No;60;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);39,60;2424,50;25-60;40,41;0;3;0;0,15;0;TN;Low;0
Female;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;88,35;1639,30;13-24;91,07;0;2;1;0,77;1;TP;High;0
Male;0;No;No;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,85;1253,65;61-72;20,22;0;0;0;0,05;0;TN;Low;0
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);19,75;19,75;0-6;19,75;0;0;0;0,63;1;FP;Moderate;100
Male;0;Yes;Yes;20;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;49,60;939,80;13-24;46,99;0;1;0;0,78;1;FP;High;100
Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,00;32,70;0-6;16,35;0;0;0;0,48;0;TN;Low;0
Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,95;19,95;0-6;19,95;0;0;0;0,68;1;FP;Moderate;100
Male;0;Yes;Yes;7;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;89,75;608,80;7-12;86,97;0;3;1;0,75;1;TP;Moderate;0
Female;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,55;1066,90;7-12;88,91;0;1;0;0,92;1;FP;High;100
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,15;45,15;0-6;45,15;0;0;0;0,88;1;FP;High;100
Female;0;Yes;Yes;23;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);91,10;2198,30;13-24;95,58;0;6;0;0,17;0;TN;Low;0
Male;0;Yes;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);85,95;6151,90;61-72;85,44;0;5;0;0,15;0;TN;Low;0
Male;1;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64,05;3886,85;25-60;65,88;0;5;0;0,14;0;TN;Low;0
Female;0;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,70;129,55;0-6;21,59;0;0;0;0,58;1;FP;Moderate;100
Male;0;Yes;Yes;40;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);110,10;4469,10;25-60;111,73;1;5;0;0,58;1;FP;Moderate;100
Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,30;2661,10;25-60;83,16;0;1;1;0,87;1;TP;High;0
Male;0;Yes;Yes;58;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);94,35;5563,65;25-60;95,92;1;3;0;0,33;0;TN;Low;0
Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;78,25;1490,95;13-24;78,47;0;2;1;0,89;1;TP;High;0
Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,80;45,80;0-6;45,80;0;0;1;0,91;1;TP;High;0
Female;0;No;No;25;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,85;2015,35;25-60;80,61;0;2;1;0,61;1;TP;Moderate;0
Female;0;No;Yes;16;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;One year;Yes;Credit card (automatic);79,50;1264,20;13-24;79,01;0;1;0;0,46;0;TN;Low;0
Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,00;303,15;0-6;75,79;0;1;1;0,94;1;TP;High;0
Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);69,70;3686,05;25-60;69,55;0;3;0;0,16;0;TN;Low;0
